"mybibtex_key","Author(s)","Title","Outlet","DOI","Cluster","Year of publication","closeness_centrality"
"ciofalo_late_2019","ciofalo aj;sinelli pt;hofman cl","late precolonial culinary practices: starch analysis on griddles from the northern caribbean","journal of archaeological method and theory","10.1007/s10816-019-09421-1","NA","NA","NA"
"raffield_playing_2019","raffield b","playing vikings militarism, hegemonic masculinities, and childhood enculturation in viking age scandinavia","current anthropology","10.1086/706608","NA","NA","NA"
"liritzis_disaster_2019","liritzis i;westra a;miao c","disaster geoarchaeology and natural cataclysms in world cultural evolution: an overview","journal of coastal research","10.2112/jcoastres-d-19-00035.1","NA","NA","NA"
"pepper_countering_2019","pepper i;vinik a;lattanzio f;mcpheat w;dobrian a","countering the modern metabolic disease rampage with ancestral endocannabinoid system alignment","frontiers in endocrinology","10.3389/fendo.2019.00311","NA","NA","NA"
"kroczak_christian_2019","kroczak j","christian forms of expressing beauty and the religious identity of old rus' (11-13th centuries) according to the hypatian codex","roczniki humanistyczne","10.18290/rh.2019.67.7-12","NA","NA","NA"
"nguyen_khac_su_con_2019","nguyen khac su nks","from con moong cave to an khe industry - new perceptions about vietnamese and regional prehistory","russian journal of vietnamese studies-vyetnamskiye issledovaniya","10.24411/2618-9453-2019-10016","NA","NA","NA"
"palmie_keywords_2018","palmie s","keywords in african diaspora africanisms","african diaspora","10.1163/18725465-01101005","NA","NA","NA"
"guilaine_sirets_2018","guilaine j","siret's smile","antiquity","10.15184/aqy.2018.112","NA","NA","NA"
"florin_moving_2018","florin sa;carah x","moving past the `neolithic problem': the development and interaction of subsistence systems across northern sahul","quaternary international","10.1016/j.quaint.2016.12.033","NA","NA","NA"
"stanish_feasting_2018","stanish c;tantalean h;knudson k","feasting and the evolution of cooperative social organizations circa 2300 bp in paracas culture, southern peru","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1806632115","NA","NA","NA"
"cirkovic_post-postbiological_2018","cirkovic mm","post-postbiological evolution?","futures","10.1016/j.futures.2018.03.010","NA","NA","NA"
"arbib_comparative_2018","arbib ma;aboitiz f;burkart m;coude g;hecht e;lieba m;pustejovsky j;putt f;russon ae;schoenemann u;semendeferi k;sinha c;stout d;volterra v;wacewicz s;wilson b","the comparative neuroprimatology 2018 (cnp-2018) road map for research on how the brain got language","interaction studies","10.1075/is.18013.arb","NA","NA","NA"
"singh_cultural_2018","singh m","the cultural evolution of shamanism","behavioral and brain sciences","10.1017/s0140525x17001893","NA","NA","NA"
"sedova_methodological_2017","sedova t","methodological relevance of the concept of culture","filozofia","NA","NA","NA","NA"
"tennie_early_2017","tennie c;premo ls;braun dr;mcpherron sp","early stone tools and cultural transmission: resetting the null hypothesis","current anthropology","10.1086/693846","NA","NA","NA"
"smith_stern_2017","smith jd","``stern champion of the human race, of man as human'': alexander f. chamberlain and reform in the age of imperialism and jim crow","journal of american studies","10.1017/s0021875816001274","NA","NA","NA"
"raffield_male-biased_2017","raffield b;price n;collard m","male-biased operational sex ratios and the viking phenomenon: an evolutionary anthropological perspective on late iron age scandinavian raiding","evolution and human behavior","10.1016/j.evolhumbehav.2016.10.013","NA","NA","NA"
"discamps_reconstructing_2017","discamps e;royer a","reconstructing palaeoenvironmental conditions faced by mousterian hunters during mis 5 to 3 in southwestern france: a multi-scale approach using data from large and small mammal communities","quaternary international","10.1016/j.quaint.2016.02.067","NA","NA","NA"
"last_big_2017","last c","big historical foundations for deep future speculations: cosmic evolution, atechnogenesis, and technocultural civilization","foundations of science","10.1007/s10699-015-9434-y","NA","NA","NA"
"dotte-sarout_how_2017","dotte-sarout e","how dare our `prehistoric' have a prehistory of their own?! the interplay of historical and biographical contexts in early french archaeology of the pacific","journal of pacific archaeology","NA","NA","NA","NA"
"yablokov_biosphere_2017","yablokov a;levchenko v;kerzhentsev a","the biosphere as a living system. on the harmonization of human and biosphere relationship","philosophy and cosmology-filosofiya i kosmologiya","NA","NA","NA","NA"
"angel_vertex_2016","angel d;amutha a","vertex covering and strong covering of flower like network structures","fourth international conference on recent trends in computer science \& engineering (icrtcse 2016)","10.1016/j.procs.2016.05.143","NA","NA","NA"
"byerly_coffin_2015","byerly rm;roberson jc;egeland cp","the coffin bison kill (5ja7): bridging perspectives on the past at the door to north park, colorado","north american archaeologist","10.1177/0197693115572773","NA","NA","NA"
"scuderi_anthropology_2015","scuderi a","the anthropology of dario fo: an interdisciplinary approach","new theatre quarterly","10.1017/s0266464x15000433","NA","NA","NA"
"kozlowski_origin_2015","kozlowski jk","the origin of the gravettian","quaternary international","10.1016/j.quaint.2014.03.025","NA","NA","NA"
"rangan_food_2015","rangan h;alpers ea;denham t;kull ca;carney j","food traditions and landscape histories of the indian ocean world: theoretical and methodological reflections","environment and history","10.3197/096734015x14183179969863","NA","NA","NA"
"stevenson_telling_2015","stevenson a","telling times: time and ritual in the realization of the early egyptian state","cambridge archaeological journal","10.1017/s0959774314000742","NA","NA","NA"
"jipa_some_2015","jipa m","some ancient systems versus the alphabetic form of writing","discourse as a form of multiculturalism in literature and communication - history and cultural mentalities","NA","NA","NA","NA"
"popov_neolithization_2014","popov an;tabarev av;mikishin ya","neolithization and ancient landscapes in southern primorye, russian far east","journal of world prehistory","10.1007/s10963-014-9073-1","NA","NA","NA"
"warinner_direct_2014","warinner c;hendy j;speller c;cappellini r;trachsel c;arneborg j;lynnerup oe;swallow dm;fotakis a;christensen rj;olsen jv;liebert a;montalva n;fiddyment s;mackie m;canci a;bouwman a;ruehli f;gilbert mtp;collins mj","direct evidence of milk consumption from ancient human dental calculus","scientific reports","10.1038/srep07104","NA","NA","NA"
"martin_great_2014","martin lh","great expectations for ara norenzayan's big gods","religion","10.1080/0048721x.2014.937062","NA","NA","NA"
"iamoni_transitions_2014","iamoni m","transitions in ceramics, a critical account and suggested approach: case-study through comparison of the eba-mba and mba-lba horizons at qatna","levant","10.1179/0075891413z.00000000028","NA","NA","NA"
"testart_reconstructing_2013","testart a","reconstructing social and cultural evolution the case of dowry in the indo-european area","current anthropology","10.1086/668679","NA","NA","NA"
"oslisly_west_2013","oslisly r;bentaleb i;favier c;fontugne m;gillet jf;morin-rivat j","west central african peoples: survey of radiocarbon dates over the past 5000 years","radiocarbon","10.1017/s003382220004830x","NA","NA","NA"
"ducasse_what_2012","ducasse s","what is left of the badegoulian ``interlude''? new data on cultural evolution in southern france between 23,500 and 20,500 cal. bp","quaternary international","10.1016/j.quaint.2012.05.018","NA","NA","NA"
"morton_photography_2012","morton c","photography and the comparative method: the construction of an anthropological archive","journal of the royal anthropological institute","10.1111/j.1467-9655.2012.01748.x","NA","NA","NA"
"bowan_living_2012","bowan k","living between worlds ancient and modern: the musical collaboration of kathleen schlesinger and elsie hamilton","journal of the royal musical association","10.1080/02690403.2012.717467","NA","NA","NA"
"gayo_hydroclimate_2012","gayo em;latorre c;santoro cm;maldonado a;de;pol-holz r","hydroclimate variability in the low-elevation atacama desert over the last 2500 yr","climate of the past","10.5194/cp-8-287-2012","NA","NA","NA"
"houmanfar_interdisciplinary_2012","houmanfar r;ward t","an interdisciplinary account of martyrdom as a religious practice","revista latinoamericana de psicologia","NA","NA","NA","NA"
"kidd_oswald_2012","kidd ij","oswald spengler, technology, and human nature","european legacy-toward new paradigms","10.1080/10848770.2011.640190","NA","NA","NA"
"zhang_feng_hydrological_2011","zhang feng zf;wang tao wt;yimit h;shi qingdong sqd;ruan;qiurong rqr;sun zhiqiong szq;li fang lf","hydrological changes and settlement migrations in the keriya river delta in central tarim basin ca. 2.7-1.6 ka bp: inferred from c-14 and osl chronology","science china-earth sciences","10.1007/s11430-011-4206-1","NA","NA","NA"
"von_cramon-taubadel_craniometric_2011","von cramon-taubadel n;pinhasi r","craniometric data support a mosaic model of demic and cultural neolithic diffusion to outlying regions of europe","proceedings of the royal society b-biological sciences","10.1098/rspb.2010.2678","NA","NA","NA"
"kolen_new_2011","kolen j","a new empiricism. excavating at the start of the 21st century","archaeological dialogues","10.1017/s1380203811000080","NA","NA","NA"
"fehren-schmitz_diachronic_2011","fehren-schmitz l;warnberg o;reindel v;tomasto-cagigao e;isla-cuadrado j;hummel s;herrmann b","diachronic investigations of mitochondrial and y-chromosomal genetic markers in pre-columbian andean highlanders from south peru","annals of human genetics","10.1111/j.1469-1809.2010.00620.x","NA","NA","NA"
"porqueddu_relative_2011","porqueddu a;antonioli f;rubens v;trainito e;verrubbi v","relative sea level change in olbia gulf (sardinia, italy), a historically important mediterranean harbour","quaternary international","10.1016/j.quaint.2010.04.023","NA","NA","NA"
"listi_bioarchaeological_2011","listi ga","bioarchaeological analysis of diet during the coles creek period in the southern lower mississippi valley","american journal of physical anthropology","10.1002/ajpa.21364","NA","NA","NA"
"rose_new_2010","rose ji","new light on human prehistory in the arabo-persian gulf oasis","current anthropology","10.1086/657397","NA","NA","NA"
"foley_rise_2010","foley d","the rise of class culture theory in educational anthropology","anthropology \& education quarterly","10.1111/j.1548-1492.2010.01084.x","NA","NA","NA"
"zakh_climate_2010","zakh va;ryabogina ne;chlachula j","climate and environmental dynamics of the mid- to late holocene settlement in the tobol-ishim forest-steppe region, west siberia","quaternary international","10.1016/j.quaint.2009.09.010","NA","NA","NA"
"croes_courage_2010","croes dr","courage and thoughtful scholarship = indigenous archaeology partnerships","american antiquity","10.7183/0002-7316.75.2.211","NA","NA","NA"
"wilcox_marketing_2010","wilcox m","marketing conquest and the vanishing indian an indigenous response to jared diamond's guns, germs, and steel and collapse","journal of social archaeology","10.1177/1469605309354399","NA","NA","NA"
"joyce_theorizing_2009","joyce aa","theorizing urbanism in ancient mesoamerica","ancient mesoamerica","10.1017/s0956536109990125","NA","NA","NA"
"sianto_animal_2009","sianto l;chame m;silva mlc;reinhard k;fugassa a","animal helminths in human archaeological remains: a review of zoonoses in the past","revista do instituto de medicina tropical de sao paulo","10.1590/s0036-46652009000300001","NA","NA","NA"
"chen_beyond_2009","chen k","beyond the south of the ``southern civilizations'': a preliminary study of dongsonian anthropomorphic-handled bronze daggers","bulletin of the institute of history and philology academia sinica","NA","NA","NA","NA"
"prendergast_late_2009","prendergast al;bowler jm;cupper ml","late quaternary environments and human occupation in the murray river valley of northwestern victoria","new directions in archaeological science","NA","NA","NA","NA"
"szamado_what_2009","szamado s;hurford jr;bishop tw;d'errico f;fischer k;szathmary e;white sa","what are the possible biological and genetic foundations for syntactic phenomena?","biological foundations and origin of syntax","NA","NA","NA","NA"
"taylor_six_2009","taylor re","six decades of radiocarbon dating in new world archaeology","radiocarbon","10.1017/s0033822200033774","NA","NA","NA"
"eriksson_same_2008","eriksson g;linderholm a;fornander e;kanstrup m;schoultz p;olofsson h;liden k","same island, different diet: cultural evolution of food practice on oland, sweden, from the mesolithic to the roman period","journal of anthropological archaeology","10.1016/j.jaa.2008.08.004","NA","NA","NA"
"brown_geoarchaeology_2008","brown ag","geoarchaeology, the four dimensional (4d) fluvial matrix and climatic causality","geomorphology","10.1016/j.geomorph.2008.05.021","NA","NA","NA"
"lentz_sunflower_2008","lentz dl;pohl mdl;alvarado s;bye r","sunflower (helianthus annuus l.) as a pre-columbian domesticate in mexico","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.0711760105","NA","NA","NA"
"mazeikis_egendrolis_2008","mazeikis g","e.gendrolis' theory of communitarian development of the human being","problemos","NA","NA","NA","NA"
"mesoudi_cultural2_2008","mesoudi a;o'brien mj","the cultural transmission of great basin projectile-point technology i: an experimental simulation","american antiquity","10.2307/25470456","NA","NA","NA"
"navas_lopez_nutrition_2008","navas lopez j","nutrition education in the sociocultural and family context","revista espanola de nutricion comunitaria-spanish journal of community nutrition","NA","NA","NA","NA"
"sedova_concepts_2008","sedova t","concepts of human nature and culture and the role they play in social knowledge","filozofia","NA","NA","NA","NA"
"hodell_climate_2007","hodell da;brenner m;curtis jh","climate and cultural history of the northeastern yucatan peninsula, quintana roo, mexico","climatic change","10.1007/s10584-006-9177-4","NA","NA","NA"
"valdebenito_defining_2007","valdebenito c","defining homo sapiens-sapiens: anthropological approach","acta bioethica","10.4067/s1726-569x2007000100008","NA","NA","NA"
"derrico_origin_2007","d'errico f","the origin of humanity and modern cultures: archaeology's view","diogenes","10.1177/0392192107077652","NA","NA","NA"
"tilg_gosh_2007","tilg bj;poehl f","``gosh!, we are speaking german!'' - reminiscence on franz boas (1858-1942)","anthropos","NA","NA","NA","NA"
"haddad_to_2006","haddad j","``to inculcate respect for the chinese'' - berthold laufer, franz boas, and the chinese exhibits at the american museum of natural history, 1899-1912","anthropos","NA","NA","NA","NA"
"rogers_competency-based_2005","rogers j","competency-based assessment and cultural compression in medical education: lessons from educational anthropology","medical education","10.1111/j.1365-2929.2005.02317.x","NA","NA","NA"
"mieth_history_2005","mieth a;bork hr","history, origin and extent of soil erosion on easter island (rapa nui)","catena","10.1016/j.catena.2005.06.011","NA","NA","NA"
"sommer_ancient_2005","sommer m","ancient hunters and their modern representatives: william sollas's (1849-1936) anthropology from disappointed bridge to trunkless tree and the instrumentalisation of racial conflict","journal of the history of biology","10.1007/s10739-004-5428-2","NA","NA","NA"
"cooke_teasing_2004","cooke r;jimenez m","teasing out the species in diverse archaeofaunas: is it worth the effort? an example from the tropical eastern pacific","archaeofauna","NA","NA","NA","NA"
"eickhoff__2004","eickhoff fw","on the << unavoidable audacity >> of assuming the existence of << fragmentary memories of the experience of earlier generations >>. how indispensable is freud's phylogenetic factor?","psyche-zeitschrift fur psychoanalyse und ihre anwendungen","NA","NA","NA","NA"
"pusztay_thoughts_2004","pusztay j","thoughts on the chain-like homeland of the uralic people","mankind quarterly","NA","NA","NA","NA"
"stahl_political_2004","stahl ab","political economic mosaics: archaeology of the last two millennia in tropical sub-saharan africa","annual review of anthropology","10.1146/annurev.anthro.33.070203.143841","NA","NA","NA"
"sand_prehistory_2003","sand c;bole j;ouetcho a","prehistory and its perception in a melanesian archipelago: the new caledonia example","antiquity","10.1017/s0003598x00092565","NA","NA","NA"
"whiteley_leslie_2003","whiteley pm","leslie white's hopi ethnography: of practice and in theory","journal of anthropological research","10.1086/jar.59.2.3631639","NA","NA","NA"
"bednarik_seafaring_2003","bednarik rg","seafaring in the pleistocene (indonesia, replicative experiments, with comments and reply)","cambridge archaeological journal","10.1017/s0959774303000039","NA","NA","NA"
"zhang_development_2003","zhang yl;zhang mb;song j","development of ancestors' cultivation revealed in phytolith assemblages from guangfulin relics","chinese science bulletin","10.1360/03tb9059","NA","NA","NA"
"bowie_anthropology_2003","bowie f","an anthropology of religious experience: spirituality, gender and cultural transmission in the focolare movement","ethnos","10.1080/0014184032000060362","NA","NA","NA"
"cladaki-manoli_egyptian_2002","cladaki-manoli e;nicolakaki-kentrou m;tourna e","egyptian thesauri in the national archaeological museum of athens","ancient egypt \& antique europe : two parts of the mediterranean world","NA","NA","NA","NA"
"haidt_emotional_2001","haidt j","the emotional dog and its rational tail: a social intuitionist approach to moral judgment","psychological review","10.1037//0033-295x.108.4.814","NA","NA","NA"
"waters_landscape_2001","waters mr;ravesloot jc","landscape change and the cultural evolution of the hohokam along the middle gila river and other river valleys in south-central arizona","american antiquity","10.2307/2694609","NA","NA","NA"
"ortman_conceptual_2000","ortman sg","conceptual metaphor in the archaeological record: methods and an example from the american southwest","american antiquity","10.2307/2694419","NA","NA","NA"
"loye_can_1999","loye d","can science help construct a new global ethic? the development and implications of moral transformation theory","zygon","10.1111/0591-2385.00208","NA","NA","NA"
"sheppard_ceramic_1999","sheppard pj;felgate m;roga k;keopo j;walter r","a ceramic sequence from roviana lagoon (new georgia, solomon island)","pacific from 5000 to 2000 bp: colonisation and transformations","NA","NA","NA","NA"
"chick_leisure_1998","chick g","leisure and culture: issues for an anthropology of leisure","leisure sciences","10.1080/01490409809512269","NA","NA","NA"
"dewar_does_1997","dewar re","does it matter that madagascar is an island?","human ecology","10.1023/a:1021827710998","NA","NA","NA"
"kornfeld_big-game_1996","kornfeld m","the big-game focus - reinterpreting the archaeological record of cantabrian upper paleolithic economy","current anthropology","10.1086/204534","NA","NA","NA"
"johnson_dental_1995","johnson al;lovell nc","dental morphological evidence for biological continuity between the a-group and c-group periods in lower nubia","international journal of osteoarchaeology","10.1002/oa.1390050407","NA","NA","NA"
"prous_archeological_1995","prous a","archeological analysis of the oldest settlements in the americas","brazilian journal of genetics","NA","NA","NA","NA"
"prowse_biological_1995","prowse tl;lovell nc","biological continuity between the a-groups and c-groups in lower nubia - evidence from cranial nonmetric traits","international journal of osteoarchaeology","10.1002/oa.1390050202","NA","NA","NA"
"pardoe_riverine_1995","pardoe c","riverine, biological and cultural evolution in southeastern australia","antiquity","10.1017/s0003598x00082284","NA","NA","NA"
"delcourt_quaternary_1988","delcourt hr;delcourt pa","quaternary landscape ecology: relevant scales in space and time","landscape ecology","10.1007/bf00138906","NA","NA","NA"
"loo_mathematical_2019","loo sl","mathematical modelling of the evolution of human behaviours and strategic choice","bulletin of the australian mathematical society","10.1017/s0004972719000984","NA","NA","NA"
"mesoudi_using_2009","mesoudi a","using psychology experiments to simulate the cultural evolution of archaeological artifacts.","american journal of physical anthropology","NA","NA","NA","NA"
"eerkens_cultural_2006","eerkens jw;bettinger rl;mcelreath r","cultural transmission, phylogenetics, and the archaeological record","mapping our ancestors","NA","NA","NA","NA"
"neff_genes_2004","neff h","genes, memes, and human history: darwinian archaeology and cultural evolution.","american antiquity","10.2307/4128385","NA","NA","NA"
"bamforth_genes_2003","bamforth d","genes, memes and human history: darwinian archaeology and cultural evolution.","antiquity","10.1017/s0003598x00061913","NA","NA","NA"
"michlovic_cultural_1986","michlovic mg","cultural evolutionism and plains archaeology","plains anthropologist","NA","NA","NA","NA"
"wallace_archaeology_1986","wallace r","archaeology - a cultural-evolutionary approach - eddy,fw","american antiquity","10.2307/280404","NA","NA","NA"
"marks_anthropology_1983","marks j;staski e","anthropology and cultural transmission - reply","nature","10.1038/304124b0","NA","NA","NA"
"spindler_search_1981","spindler g;spindler l","search for a theory of cultural transmission in an anthropology of education - comment on funnell and smith","anthropology \& education quarterly","10.1525/aeq.1981.12.4.05x1814t","NA","NA","NA"
