mybibtex_key,Author(s),Title,Outlet,DOI,Cluster,Year of publication,size,closeness_centrality,degree_centrality
eriksson_same_2008,eriksson g;linderholm a;fornander e;kanstrup m;schoultz p;olofsson h;liden k,"same island, different diet: cultural evolution of food practice on oland, sweden, from the mesolithic to the roman period",journal of anthropological archaeology,10.1016/j.jaa.2008.08.004,2,2008,11,0.4346725773210105,0.03667481662591687
griffiths_theoretical_2008,griffiths tl;kalish ml;lewandowsky s,theoretical and empirical evidence for the impact of inductive biases on cultural evolution,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2008.0146,1,2008,17,0.6541402445076985,0.5525672371638142
fedele_timescales_2008,fedele fg;giaccio b;hajdas i,"timescales and cultural process at 40,000 bp in the light of the campanian ignimbrite eruption, western eurasia",journal of human evolution,10.1016/j.jhevol.2008.08.012,4,2008,2,0.8961567550518921,0.4841075794621027
brown_geoarchaeology_2008,brown ag,"geoarchaeology, the four dimensional (4d) fluvial matrix and climatic causality",geomorphology,10.1016/j.geomorph.2008.05.021,2,2008,3,0.821568940089003,0.2078239608801956
langley_behavioural_2008,langley mc;clarkson c;ulm s,behavioural complexity in eurasian neanderthal populations: a chronological examination of the archaeological evidence,cambridge archaeological journal,10.1017/s0959774308000371,4,2008,38,0.8040372603234742,0.28117359413202936
lyman_variation_2008,lyman rl;vanpool tl;o'brien mj,variation in north american dart points and arrow points when one or both are present,journal of archaeological science,10.1016/j.jas.2008.05.008,3,2008,9,0.5931309432515918,0.49144254278728605
mesoudi_cultural_2008,mesoudi a;o'brien mj,the cultural transmission of great basin projectile-point technology ii: an agent-based computer simulation,american antiquity,10.2307/25470521,3,2008,121,0.6948834057257269,0.726161369193154
serrand_use_2008,serrand n,"the use of molluscs in the precolumbian amerindian lesser antilles: human, animal, and environmental parameters (with an emphasis on metrics)",archaeofauna,NA,5,2008,1,0.5065278406616489,0.009779951100244499
kaniewski_middle_2008,kaniewski d;paulissen e;van campo e;al-maqdissi m;bretschneider j;van lerberghe k,middle east coastal ecosystem response to middle-to-late holocene abrupt climate changes,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.0803533105,2,2008,25,0.5259728583656016,0.1100244498777506
coward_big_2008,coward f;gamble c,"big brains, small worlds: material culture and the evolution of the mind",philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2008.0004,4,2008,17,0.8661792700110322,0.7017114914425427
cohen_conceptualizing_2008,cohen e;barrett jl,conceptualizing spirit possession: ethnographic and experimental evidence,ethos,10.1111/j.1548-1352.2008.00013.x,1,2008,3,0.5316027199376793,0.08312958435207823
poirot_eat_2008,poirot cs,eat grubs and live: the habit-instinct problem in institutional evolutionary economics,journal of economic issues,10.1080/00213624.2008.11507149,1,2008,14,0.2476614100225279,0.02689486552567237
lentz_sunflower_2008,lentz dl;pohl mdl;alvarado s;bye r,sunflower (helianthus annuus l.) as a pre-columbian domesticate in mexico,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.0711760105,5,2008,19,0.24896346459748786,0.004889975550122249
riede_increasing_2008,riede f;bentley ra,increasing the relevance of mathematical approaches to demographic history,quality \& quantity,10.1007/s11135-007-9144-9,3,2008,19,0.5988626151875821,0.5965770171149144
gabora_cultural_2008,gabora l,the cultural evolution of socially situated cognition,cognitive systems research,10.1016/j.cogsys.2007.05.004,1,2008,6,0.6804027866992676,0.6479217603911981
lycett_acheulean_2008,lycett sj;von cramon-taubadel n,acheulean variability and hominin dispersals: a model-bound approach,journal of archaeological science,10.1016/j.jas.2007.05.003,4,2008,42,0.7455261844922804,0.684596577017115
ihara_spread_2008,ihara y,spread of costly prestige-seeking behavior by social learning,theoretical population biology,10.1016/j.tpb.2007.10.002,1,2008,18,0.5478768520843992,0.5158924205378973
kardulias_archaeology_2008,kardulias pn;hall td,archaeology and world-systems analysis,world archaeology,10.1080/00438240802453252,5,2008,1,0.6248690219469485,0.0488997555012225
lycett_questions_2008,lycett sj;gowlett jaj,on questions surrounding the acheulean `tradition',world archaeology,10.1080/00438240802260970,4,2008,19,0.6780213734831281,0.60880195599022
marwick_beyond_2008,marwick b,beyond typologies: the reduction thesis and its implications for lithic assemblages in southeast asia,"bulletin of the indo-pacific prehistory association, vol 28",NA,3,2008,13,0.7179492558148753,0.44987775061124696
mazeikis_egendrolis_2008,mazeikis g,e.gendrolis' theory of communitarian development of the human being,problemos,NA,1,2008,8,0.4762005986956313,0.009779951100244499
mesoudi_cultural2_2008,mesoudi a;o'brien mj,the cultural transmission of great basin projectile-point technology i: an experimental simulation,american antiquity,10.2307/25470456,3,2008,15,0.6973604582269138,0.7872860635696821
navas_lopez_nutrition_2008,navas lopez j,nutrition education in the sociocultural and family context,revista espanola de nutricion comunitaria-spanish journal of community nutrition,NA,NA,NA,NA,NA,NA
sedova_concepts_2008,sedova t,concepts of human nature and culture and the role they play in social knowledge,filozofia,NA,NA,NA,NA,NA,NA
shennan_evolution_2008,shennan s,evolution in archaeology,annual review of anthropology,10.1146/annurev.anthro.37.081407.085153,3,2008,72,0.7110448323413574,0.7775061124694377
tehrani_towards_2008,tehrani jj;riede f,"towards an archaeology of pedagogy: learning, teaching and the generation of material culture traditions",world archaeology,10.1080/00438240802261267,3,2008,7,0.6730832791327614,0.5990220048899756
davis_cultural_2007,davis cb,cultural evolution and performance genres: memetics in theatre history and performance studies,theatre journal,NA,5,2007,2,0.6257666638579242,0.15158924205378974
de_block_mating_2007,de block a;dewitte s,mating games: cultural evolution and sexual selection,biology \& philosophy,10.1007/s10539-006-9041-y,1,2007,5,0.6514237586168328,0.30073349633251834
eerkens_cultural_2007,eerkens jw;lipo cp,cultural transmission theory and the archaeological record: providing context to understanding variation and temporal changes in material culture,journal of archaeological research,10.1007/s10814-007-9013-z,3,2007,6,0.8834325508014694,0.8655256723716381
brantingham_unified_2007,brantingham pj,a unified evolutionary model of archaeological style and function based on the price equation,american antiquity,10.2307/40035853,3,2007,1,0.6673146209577112,0.7017114914425427
hodell_climate_2007,hodell da;brenner m;curtis jh,"climate and cultural history of the northeastern yucatan peninsula, quintana roo, mexico",climatic change,10.1007/s10584-006-9177-4,2,2007,3,0.47324000091892165,0.05134474327628362
lyman_archaeologys_2007,lyman rl,archaeology's quest for a seat at the high table of anthropology,journal of anthropological archaeology,10.1016/j.jaa.2006.11.003,3,2007,6,0.8763772293111147,0.21271393643031786
roux_ethnoarchaeology_2007,roux v,ethnoarchaeology: a non historical science of reference necessary for interpreting the past,journal of archaeological method and theory,10.1007/s10816-007-9030-8,3,2007,100,0.8030190428608578,0.4180929095354523
valdebenito_defining_2007,valdebenito c,defining homo sapiens-sapiens: anthropological approach,acta bioethica,10.4067/s1726-569x2007000100008,NA,NA,NA,NA,NA
broodbank_first_2007,broodbank c;kiriatzi e,"the first ``minoans'' of kythera revisited: technology, demography, and landscape in the prepalatial aegean",american journal of archaeology,10.3764/aja.111.2.241,3,2007,2,0.7643940767083999,0.4938875305623472
parkinson_secondary_2007,parkinson wa;galaty ml,secondary states in perspective: an integrated approach to state formation in the prehistoric aegean,american anthropologist,10.1525/aa.2007.109.1.113,5,2007,33,0.73582381911073,0.1295843520782396
peregrine_modeling_2007,peregrine pn;ember cr;ember m,modeling state origins using cross-cultural data,cross-cultural research,10.1177/1069397106295445,5,2007,62,0.5908519498076334,0.12469437652811736
derrico_origin_2007,d'errico f,the origin of humanity and modern cultures: archaeology's view,diogenes,10.1177/0392192107077652,NA,NA,NA,NA,NA
tilg_gosh_2007,tilg bj;poehl f,"``gosh!, we are speaking german!'' - reminiscence on franz boas (1858-1942)",anthropos,NA,5,2007,33,0.45021141920221086,0.004889975550122249
chrisomalis_comparing_2006,chrisomalis s,comparing cultures and comparing processes: diachronic methods in cross-cultural anthropology,cross-cultural research,10.1177/1069397106287926,5,2006,3,0.7030262084813508,0.2273838630806846
migowski_holocene_2006,migowski c;stein m;prasad s;negendank jfw;agnon a,holocene climate variability and cultural evolution in the near east from the dead sea sedimentary record,quaternary research,10.1016/j.yqres.2006.06.010,2,2006,6,0.38274354749347556,0.08312958435207823
staubwasser_holocene_2006,staubwasser m;weiss h,holocene climate and cultural evolution in late prehistoric-early historic west asia - introduction,quaternary research,10.1016/j.yqres.2006.09.001,2,2006,31,0.6779895194565897,0.1100244498777506
krsiak_human_2006,krsiak m,human evolution: humanistic selection and looking to the future,neuroendocrinology letters,NA,1,2006,23,0.31650125932323775,0.06356968215158924
lyman_cultural_2006,lyman rl,cultural traits and cultural integration,behavioral and brain sciences,10.1017/s0140525x06349084,3,2006,67,0.4153110306152829,0.10268948655256724
mesoudi_towards_2006,mesoudi a;whiten a;laland kn,towards a unified science of cultural evolution,behavioral and brain sciences,10.1017/s0140525x06009083,1,2006,2,0.7728816730058776,0.80440097799511
pagel_darwinian_2006,pagel m,darwinian cultural evolution rivals genetic evolution,behavioral and brain sciences,10.1017/s0140525x06379083,1,2006,2,0.3297487404901781,0.11246943765281174
vanhaeren_aurignacian_2006,vanhaeren m;d'errico f,aurignacian ethno-linguistic geography of europe revealed by personal ornaments,journal of archaeological science,10.1016/j.jas.2005.11.017,4,2006,6,0.909256658070753,0.3154034229828851
drennan_patterned_2006,drennan rd;peterson ce,patterned variation in prehistoric chiefdoms,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.0510862103,5,2006,3,0.5136071903546912,0.05378973105134474
bentley_academic_2006,bentley ra,"academic copying, archaeology and the english language",antiquity,10.1017/s0003598x00093364,3,2006,1,0.4774638421138041,0.24938875305623473
maceachern_africanist_2006,maceachern s,africanist archaeology and ancient iq: racial science and cultural evolution in the twenty-first century,world archaeology,10.1080/00438240500509918,4,2006,61,0.6443220892041873,0.17359413202933985
neff_smokescreens_2006,neff h;blomster j;glascock md;bishop rl;blackman mj;coe md;cowgill gl;cyphers a;diehl ra;houston s;joyce aa;lipo cp;winter m,smokescreens in the provenance investigation of early formative mesoamerican ceramics,latin american antiquity,10.2307/25063039,5,2006,26,0.6394273379290355,0.0488997555012225
smith_new_2006,smith me;schreiber kj,"new world states and empires: politics, religion, and urbanism",journal of archaeological research,10.1007/s10814-005-9000-1,5,2006,8,0.8916154716021417,0.30073349633251834
peregrine_synchrony_2006,peregrine pn,synchrony in the new world: an example of archaeoethnology,cross-cultural research,10.1177/1069397105282507,2,2006,7,0.6055913307359152,0.09535452322738386
haddad_to_2006,haddad j,"``to inculcate respect for the chinese'' - berthold laufer, franz boas, and the chinese exhibits at the american museum of natural history, 1899-1912",anthropos,NA,5,2006,8,0.46756268034392023,0.03178484107579462
perry_what_2006,perry se,what cultural primatology can tell anthropologists about the evolution of culture,annual review of anthropology,10.1146/annurev.anthro.35.081705.123312,1,2006,19,0.7348680216107033,0.6479217603911981
eerkens_cultural_2005,eerkens jw;lipo cp,"cultural transmission, copying errors, and the generation of variation in material culture and the archaeological record",journal of anthropological archaeology,10.1016/j.jaa.2005.08.001,3,2005,4,0.7391463487046805,0.8068459657701712
berliner_impossible_2005,berliner d,an ``impossible'' transmission: youth religious memories in guinea-conakry,american ethnologist,10.1525/ae.2005.32.4.576,1,2005,2,0.6345596226922671,0.12224938875305623
rogers_competency-based_2005,rogers j,competency-based assessment and cultural compression in medical education: lessons from educational anthropology,medical education,10.1111/j.1365-2929.2005.02317.x,1,2005,10,0.03787005739062616,0
mieth_history_2005,mieth a;bork hr,"history, origin and extent of soil erosion on easter island (rapa nui)",catena,10.1016/j.catena.2005.06.011,3,2005,38,0.2319005770242597,0
atran_cultural_2005,atran s;medin dl;ross no,the cultural mind: environmental decision making and cultural modeling within and across populations,psychological review,10.1037/0033-295x.112.4.744,1,2005,5,0.8595650619766038,0.6577017114914425
sommer_ancient_2005,sommer m,ancient hunters and their modern representatives: william sollas's (1849-1936) anthropology from disappointed bridge to trunkless tree and the instrumentalisation of racial conflict,journal of the history of biology,10.1007/s10739-004-5428-2,5,2005,7,0.5306175916154807,0.012224938875305624
chatters_darwinian_2005,chatters jc;prentiss wc,a darwinian macro-evolutionary perspective on the development of hunter-gatherer systems in northwestern north america,world archaeology,10.1080/0043824042000329568,3,2005,2,0.7270834140499419,0.589242053789731
mace_phylogenetic_2005,mace r;holden cj,a phylogenetic approach to cultural evolution,trends in ecology \& evolution,10.1016/j.tree.2004.12.002,1,2005,35,0.7082507322071355,0.6308068459657702
obrien_evolutionism_2005,o'brien mj,evolutionism and north america's archaeological record,world archaeology,10.1080/0043824042000329559,3,2005,18,0.7834237905740393,0.7652811735941321
lyman_history_2004,lyman rl;o'brien mj,a history of normative theory in americanist archaeology,journal of archaeological method and theory,10.1007/s10816-004-1420-6,3,2004,26,0.8426739147661482,0.46943765281173594
cooke_teasing_2004,cooke r;jimenez m,teasing out the species in diverse archaeofaunas: is it worth the effort? an example from the tropical eastern pacific,archaeofauna,NA,NA,NA,NA,NA,NA
peregrine_cross-cultural_2004,peregrine pn,"cross-cultural approaches in archaeology: comparative ethnology, comparative archaeology, and archaeoethnology",journal of archaeological research,10.1023/b:jare.0000040232.61243.89,5,2004,70,0.8311257929284467,0.4621026894865526
bentley_random_2004,bentley ra;hahn mw;shennan sj,random drift and culture change,proceedings of the royal society b-biological sciences,10.1098/rspb.2004.2746,3,2004,2,0.5957755659422298,0.58679706601467
stone_biotechnology_2004,stone gd,biotechnology and the political ecology of information in india,human organization,10.17730/humo.63.2.jgvu7rlfafk9jwf9,1,2004,297,0.6049858233726577,0.46454767726161367
eickhoff__2004,eickhoff fw,on the << unavoidable audacity >> of assuming the existence of << fragmentary memories of the experience of earlier generations >>. how indispensable is freud's phylogenetic factor?,psyche-zeitschrift fur psychoanalyse und ihre anwendungen,NA,NA,NA,NA,NA,NA
arnold_archaeology_2004,arnold je;walsh mr;hollimon se,the archaeology of california,journal of archaeological research,10.1023/b:jare.0000016694.82226.62,5,2004,7,0.9249529664785244,0.3374083129584352
kohler_vessels_2004,kohler ta;vanbuskirk s;ruscavage-barz s,"vessels and villages: evidence for conformist transmission in early village aggregations on the pajarito plateau, new mexico",journal of anthropological archaeology,10.1016/j.jaa.2003.12.003,3,2004,23,0.7953286838900635,0.5696821515892421
peregrine_universal_2004,peregrine pn;ember cr;ember m,universal patterns in cultural evolution: an empirical analysis using guttman scaling,american anthropologist,10.1525/aa.2004.106.1.145,5,2004,2,0.5162312973950997,0.08068459657701711
pusztay_thoughts_2004,pusztay j,thoughts on the chain-like homeland of the uralic people,mankind quarterly,NA,NA,NA,NA,NA,NA
carneiro_can_2004,carneiro rl,can anthropology be made a science? a retrospective glance,ethnos,10.1080/0014184042000212,5,2004,2,0.6197156979876042,0.11735941320293398
henrich_cultural_2004,henrich j,"cultural group selection, coevolutionary processes and large-scale cooperation",journal of economic behavior \& organization,10.1016/s0167-2681(03)00094-5,1,2004,8,0.8617200140890563,0.6210268948655256
plummer_flaked_2004,plummer t,flaked stones and old bones: biological and cultural evolution at the dawn of technology,"yearbook of physical anthropology, vol 47",10.1002/ajpa.20157,4,2004,4,1,0.5819070904645477
stahl_political_2004,stahl ab,political economic mosaics: archaeology of the last two millennia in tropical sub-saharan africa,annual review of anthropology,10.1146/annurev.anthro.33.070203.143841,5,2004,19,0.6395504800460887,0.07579462102689487
holden_spread_2003,holden cj;mace r,spread of cattle led to the loss of matrilineal descent in africa: a coevolutionary analysis,proceedings of the royal society b-biological sciences,10.1098/rspb.2003.2535,1,2003,2,0.6013794026796566,0.1980440097799511
gumerman_evolution_2003,gumerman gj;swedlund ac;dean js;epstein jm,the evolution of social behavior in the prehistoric american southwest,artificial life,10.1162/106454603322694861,1,2003,5,0.4375544227828702,0.4841075794621027
sand_prehistory_2003,sand c;bole j;ouetcho a,prehistory and its perception in a melanesian archipelago: the new caledonia example,antiquity,10.1017/s0003598x00092565,5,2003,203,0.5757421268133351,0.02444987775061125
stark_current_2003,stark mt,current issues in ceramic ethnoarchaeology,journal of archaeological research,10.1023/a:1025079730891,3,2003,4,0.9496760977095157,0.40097799511002447
bentley_cultural_2003,bentley ra;shennan sj,cultural transmission and stochastic network growth,american antiquity,10.2307/3557104,3,2003,2,0.6973771435497808,0.6772616136919315
obrien_what_2003,o'brien mj;lyman rl;leonard rd,what is evolution? a response to bamforth,american antiquity,10.2307/3557109,3,2003,25,0.691422869696754,0.5745721271393643
lyman_cultural_2003,lyman rl;o'brien mj,cultural traits: units of analysis in early twentieth-century anthropology,journal of anthropological research,10.1086/jar.59.2.3631642,1,2003,58,0.877502591434778,0.6308068459657702
whiteley_leslie_2003,whiteley pm,leslie white's hopi ethnography: of practice and in theory,journal of anthropological research,10.1086/jar.59.2.3631639,5,2003,11,0.7137127123654068,0.04645476772616137
bednarik_seafaring_2003,bednarik rg,"seafaring in the pleistocene (indonesia, replicative experiments, with comments and reply)",cambridge archaeological journal,10.1017/s0959774303000039,4,2003,3,0.8137180884062758,0.11735941320293398
otte_sedimentary_2003,otte m;bayon il;noiret p;bar-yosef o;yalcinkaya i;kartal m;leotard jm;pettitt p,sedimentary deposition rates and carbon-14: the epi-paleolithic sequence of okuzini cave (southwest turkey),journal of archaeological science,10.1006/jasc.2002.0840,2,2003,8,0.11825918424930931,0
prentiss_cultural_2003,prentiss wc;chatters jc,cultural diversification and decimation in the prehistoric record,current anthropology,10.1086/344488,3,2003,56,0.8216772672717034,0.7872860635696821
zhang_development_2003,zhang yl;zhang mb;song j,development of ancestors' cultivation revealed in phytolith assemblages from guangfulin relics,chinese science bulletin,10.1360/03tb9059,NA,NA,NA,NA,NA
bowie_anthropology_2003,bowie f,"an anthropology of religious experience: spirituality, gender and cultural transmission in the focolare movement",ethnos,10.1080/0014184032000060362,1,2003,2,0.4106639487548849,0.029339853300733496
obrien_two_2002,o'brien mj;lyman rl;saab y;saab e;darwent ds,two issues in archaeological phylogenetics: taxon construction and outgroup selection,journal of theoretical biology,10.1006/jtbi.2002.2548,3,2002,78,0.6662249738971637,0.3422982885085575
dawson_marriage_2002,dawson d,"the marriage of marx and darwin? (marvin harris, jared diamond)",history and theory,10.1111/1468-2303.00190,5,2002,13,0.7088956017077248,0.06845965770171149
cladaki-manoli_egyptian_2002,cladaki-manoli e;nicolakaki-kentrou m;tourna e,egyptian thesauri in the national archaeological museum of athens,ancient egypt \& antique europe : two parts of the mediterranean world,NA,NA,NA,NA,NA,NA
weiss_kulturcrisis_2002,weiss k;hayashida f,kulturcrisis! cultural evolution going round in circles,evolutionary anthropology,10.1002/evan.10029,1,2002,7,0.5412824230394182,0.5281173594132029
haidt_emotional_2001,haidt j,the emotional dog and its rational tail: a social intuitionist approach to moral judgment,psychological review,10.1037//0033-295x.108.4.814,1,2001,30,0.5550520599693126,0.07579462102689487
obrien_cladistics_2001,o'brien mj;darwent j;lyman rl,cladistics is useful for reconstructing archaeological phylogenies: palaeoindian points from the southeastern united states,journal of archaeological science,10.1006/jasc.2001.0681,3,2001,92,0.7977721740392396,0.5330073349633252
whalen_casas_2001,whalen me;minnis pe,the casas grandes regional system: a late prehistoric polity of northwestern mexico,journal of world prehistory,10.1023/a:1013187605760,5,2001,38,0.7358106567993813,0.1100244498777506
waters_landscape_2001,waters mr;ravesloot jc,landscape change and the cultural evolution of the hohokam along the middle gila river and other river valleys in south-central arizona,american antiquity,10.2307/2694609,2,2001,94,0.645065642732896,0.009779951100244499
ambrose_paleolithic_2001,ambrose sh,paleolithic technology and human evolution,science,10.1126/science.1059487,4,2001,1,0.672949975139161,0.29095354523227385
kirmayer_commentary_2001,kirmayer lj,commentary on ``why cultural anthropology needs the psychiatrist'' - sapir's vision of culture and personality,psychiatry-interpersonal and biological processes,10.1521/psyc.64.1.23.18233,1,2001,1,0.4961079747522044,0.12224938875305623
peregrine_cross-cultural_2001,peregrine pn,cross-cultural comparative approaches in archaeology,annual review of anthropology,10.1146/annurev.anthro.30.1.1,5,2001,3,0.7018545961076176,0.1980440097799511
stanish_origin_2001,stanish c,the origin of state societies in south america,annual review of anthropology,10.1146/annurev.anthro.30.1.41,5,2001,50,0.6697711624412375,0.08557457212713937
stockmann_dreaming_2001,stockmann i,dreaming bodies: the evolution of human knowledge in the 17th and 18th centuries - with a preliminary remark of literary anthropology,internationales archiv fur sozialgeschichte der deutschen literatur,10.1515/iasl.2001.2.1,NA,NA,NA,NA,NA
rosenswig_some_2000,rosenswig rm,some political processes of ranked societies,journal of anthropological archaeology,10.1006/jaar.2000.0360,5,2000,64,0.8341010394354701,0.22493887530562348
shennan_population_2000,shennan s,"population, culture history, and the dynamics of culture change",current anthropology,10.1086/317403,3,2000,59,0.8383737093578177,0.7237163814180929
ortman_conceptual_2000,ortman sg,conceptual metaphor in the archaeological record: methods and an example from the american southwest,american antiquity,10.2307/2694419,3,2000,23,0.8159833389098277,0.30073349633251834
keegan_west_2000,keegan wf,"west indian archaeology, part 2, ceramic age",journal of archaeological research,10.1023/a:1009403127753,5,2000,5,0.6232927184906779,0.007334963325183374
roscoe_new_2000,roscoe p,new guinea leadership as ethnographic analogy: a critical review,journal of archaeological method and theory,10.1023/a:1009512726844,5,2000,21,0.7850507222376284,0.14425427872860636
kennett_competitive_2000,kennett dj;kennett jp,competitive and cooperative responses to climatic instability in coastal southern california,american antiquity,10.2307/2694065,5,2000,2,0.8281007052534969,0.48655256723716384
dawson_evolutionary_1999,dawson d,evolutionary theory and group selection: the question of warfare,history and theory,10.1111/0018-2656.00105,1,1999,1,0.562020911507146,0.1784841075794621
fracchia_does_1999,fracchia j;lewontin rc,does culture evolve?,history and theory,10.1111/0018-2656.00104,1,1999,8,0.49326097112379824,0.4449877750611247
holden_sexual_1999,holden c;mace r,sexual dimorphism in stature and women's work: a phylogenetic cross-cultural analysis,american journal of physical anthropology,10.1002/(sici)1096-8644(199909)110:1<27::aid-ajpa3>3.0.co;2-g,1,1999,51,0.5622068034987072,0.13447432762836187
loye_can_1999,loye d,can science help construct a new global ethic? the development and implications of moral transformation theory,zygon,10.1111/0591-2385.00208,NA,NA,NA,NA,NA
sheppard_ceramic_1999,sheppard pj;felgate m;roga k;keopo j;walter r,"a ceramic sequence from roviana lagoon (new georgia, solomon island)",pacific from 5000 to 2000 bp: colonisation and transformations,NA,5,1999,6,0.3337875091752368,0.0024449877750611247
lyman_goals_1998,lyman rl;o'brien mj,the goals of evolutionary archaeology,current anthropology,10.1086/204786,3,1998,30,0.967381008303586,0.7799511002444988
macdonald_subsistence_1998,macdonald dh,"subsistence, sex, and cultural transmission in folsom culture",journal of anthropological archaeology,10.1006/jaar.1998.0325,1,1998,30,0.884475091062197,0.6063569682151589
chick_leisure_1998,chick g,leisure and culture: issues for an anthropology of leisure,leisure sciences,10.1080/01490409809512269,1,1998,2,0.7318591518903664,0.1466992665036675
cavallisforza_genetic_1997,cavallisforza ll,genetic and cultural diversity in europe,journal of anthropological research,10.1086/jar.53.4.3631240,1,1997,5,0.585423470694788,0.3154034229828851
dewar_does_1997,dewar re,does it matter that madagascar is an island?,human ecology,10.1023/a:1021827710998,5,1997,30,0.6724885702213704,0.022004889975550123
boast_small_1997,boast r,a small company of actors - a critique of style,journal of material culture,10.1177/135918359700200202,3,1997,2,0.6538877805961536,0.1271393643031785
aikenhead_toward_1997,aikenhead gs,toward a first nations cross-cultural science and technology curriculum,science education,10.1002/(sici)1098-237x(199704)81:2<217::aid-sce6>3.3.co;2-3,1,1997,1,0.40656116957141153,0.02689486552567237
raab_medieval_1997,raab lm;larson do,medieval climatic anomaly and punctuated cultural evolution in coastal southern california,american antiquity,10.2307/282513,5,1997,23,0.7806412965520947,0.07090464547677261
fabrega_earliest_1997,fabrega h,earliest phases in the evolution of sickness and healing,medical anthropology quarterly,10.1525/maq.1997.11.1.26,1,1997,12,0.73901000668417,0.1491442542787286
kornfeld_big-game_1996,kornfeld m,the big-game focus - reinterpreting the archaeological record of cantabrian upper paleolithic economy,current anthropology,10.1086/204534,4,1996,26,0.8298535980225756,0.22249388753056235
morrison_typological_1996,morrison kd,typological schemes and agricultural change - beyond boserup in precolonial south india,current anthropology,10.1086/204530,5,1996,26,0.7277146231004156,0.12469437652811736
snow_mohawk_1996,snow dr,mohawk demography and the effects of exogenous epidemics on american indian populations,journal of anthropological archaeology,10.1006/jaar.1996.0006,5,1996,1,0.5605647580226509,0.07579462102689487
whitehouse_jungles_1996,whitehouse h,jungles and computers: neuronal group selection and the epidemiology of representations,journal of the royal anthropological institute,10.2307/3034635,1,1996,4,0.571840778890034,0.05623471882640587
johnson_dental_1995,johnson al;lovell nc,dental morphological evidence for biological continuity between the a-group and c-group periods in lower nubia,international journal of osteoarchaeology,10.1002/oa.1390050407,7,1995,30,0,0
prous_archeological_1995,prous a,archeological analysis of the oldest settlements in the americas,brazilian journal of genetics,NA,3,1995,9,0.3157832922731157,0.0024449877750611247
prowse_biological_1995,prowse tl;lovell nc,biological continuity between the a-groups and c-groups in lower nubia - evidence from cranial nonmetric traits,international journal of osteoarchaeology,10.1002/oa.1390050202,7,1995,345,0.2871208627595822,0.0024449877750611247
neiman_stylistic_1995,neiman fd,stylistic variation in evolutionary perspective - inferences from decorative diversity and interassemblage distance in illinois woodland ceramic assemblages,american antiquity,10.2307/282074,3,1995,37,0.7422888889295705,0.5916870415647921
pardoe_riverine_1995,pardoe c,"riverine, biological and cultural evolution in southeastern australia",antiquity,10.1017/s0003598x00082284,4,1995,7,0.6220501177815394,0.007334963325183374
barbujani_genetic-variation_1994,barbujani g;pilastro a;dedomenico s;renfrew c,genetic-variation in north-africa and eurasia - neolithic demic diffusion vs paleolithic colonization,american journal of physical anthropology,10.1002/ajpa.1330950203,1,1994,2,0.6257160177557514,0.10268948655256724
tschauner_archaeological_1994,tschauner h,archaeological systematics and cultural-evolution - retrieving the honor of culture history,man,10.2307/2803511,3,1994,15,0.8494926202239931,0.6039119804400978
donald_precis_1993,donald m,precis of origins of the modern mind - 3 stages in the evolution of culture and cognition,behavioral and brain sciences,10.1017/s0140525x00032647,1,1993,3,0.45405724672970493,0.044009779951100246
begossi_human-ecology_1993,begossi a,human-ecology - an overview of the relationship man-environment,interciencia,NA,1,1993,5,0.7816192757066789,0.5207823960880196
schwarcz_electron-spin-resonance_1992,schwarcz hp;grun r,electron-spin-resonance (esr) dating of the origin of modern man,philosophical transactions of the royal society of london series b-biological sciences,10.1098/rstb.1992.0091,4,1992,10,0.2643815804206862,0.004889975550122249
arnold_complex_1992,arnold je,"complex hunter-gatherer-fishers of prehistoric california - chiefs, specialists, and maritime adaptations of the channel islands",american antiquity,10.2307/2694835,5,1992,1,0.7447165121551772,0.1393643031784841
delcourt_quaternary_1988,delcourt hr;delcourt pa,quaternary landscape ecology: relevant scales in space and time,landscape ecology,10.1007/bf00138906,5,1988,11,0.5318065505257475,0.007334963325183374
ranhorn_investigating_2020,ranhorn kl;pargeter j;premo ls;past;network collaborators pstnc,investigating the evolution of human social learning through collaborative experimental archaeology,evolutionary anthropology,10.1002/evan.21823,3,2020,70,0.5432319732243405,0.3080684596577017
loo_mathematical_2019,loo sl,mathematical modelling of the evolution of human behaviours and strategic choice,bulletin of the australian mathematical society,10.1017/s0004972719000984,NA,NA,NA,NA,NA
cameron_beyond_2019,cameron cm,beyond trade and exchange a new look at diffusion,interaction and connectivity in the greater southwest,10.5876/9781607327356.c002,3,2019,3,0.841357024831991,0.5819070904645477
